history
Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 a 0 c 0 e 0 g 0 i 0 h 1 j 1 b 0 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 a 0 c 1 e 0 g 0 i 0 b 1 d 1 f 1 h 1 j 1 c 0 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 a 0 e 0 g 0 i 0 b 1 c 1 d 1 f 1 h 1 j 1 b 1 c 0 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 a 0 e 0 g 0 i 0 b 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 a 0 c 0 e 0 g 0 i 0 h 1 j 
Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 0 i 0 j 1 b 1 d 1 f 1 j 1 b 1 d 1 f 1 j 1 a 0 c 1 e 0 g 0 h 1 i 0 b 1 d 1 f 1 j 1 c 0 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 a 0 e 0 g 0 i 0 h 1 b 1 d 1 f 1 j 1 c 0 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 a 0 e 0 g 0 i 0 h 1 c 0 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 a 0 e 0 g 0 i 0 c 0 h 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 a 1 c 0 e 0 g 0 i 0 h 1 j 
Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 0 f 1 a 0 c 0 e 0 g 0 i 0 h 0 j 1 b 0 f 1 j 1 f 1 j 1 d 0 h 1 f 1 j 1 a 0 c 0 e 0 g 0 i 0 b 1 h 1 f 1 j 1 b 1 h 1 f 1 j 1 d 1 b 1 h 1 f 1 j 1 d 1 b 1 h 1 f 0 j 1 a 0 c 1 e 0 g 0 i 0 d 1 b 1 h 1 c 1 j 1 d 1 b 1 h 1 c 1 j 1 d 1 f 1 b 1 h 1 j 1 c 0 d 1 b 0 f 1 h 1 j 1 f 1 h 1 d 1 j 1 a 0 e 0 g 0 i 0 f 1 h 1 d 0 j 1 f 1 h 1 j 1 b 1 c 0 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 0 i 0 j 0 b 1 d 1 f 1 b 1 d 1 f 1 a 0 c 0 e 0 g 0 h 1 i 0 j 1 b 1 d 
1 b 1 h 1 j 1 f 0 b 1 h 1 j 1 d 1 b 1 h 1 j 1 d 1 b 1 h 1 j 1 c 0 e 0 i 0 a 0 g 0 d 0 f 1 b 1 h 1 j 1 b 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 a 1 c 0 e 0 g 0 i 0 h 1 j 1 b 1 d 1 f 1 h 1 j 1 a 0 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 c 0 e 0 g 1 i 0 j 1 b 1 d 1 f 1 a 0 g 0 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 c 0 e 0 i 0 j 1 a 0 g 0 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 0 b 1 d 1 f 1 h 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 c 0 e 0 i 0 a 0 g 1
1 b 1 f 1 h 1 j 1 d 1 b 0 f 1 h 1 j 1 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 a 0 c 0 e 0 g 0 i 0 d 1 b 1 f 1 h 1 Start: a 0 b 0 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 a 0 b 1 c 0 e 0 g 0 i 0 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 0 j 0 a 0 c 0 e 0 g 0 i 0 b 1 d 1 f 1 b 1 d 1 f 1 b 1 h 1 j 1 d 1 f 0 b 1 h 1 j 1 d 1 a 0 c 0 e 0 g 0 i 0 b 1 h 1 j 1 d 1 b 1 f 1 h 0 j 1 d 1 b 1 f 1 j 1 d 1 b 1 f 1 j 1 d 1 b 1 f 1 j 1 h 1 d 1 a 0 c 0 e 0 g 0 i 0 b 1 f 1 j 0 h 1 d 1 b 1 f 1 d 1 h 1 b 1
1 j 1 d 1 e 0 b 1 f 1 h 1 j 1 d 1 b 1 f 1 h 1 j 1 d 1 b 1 f 1 h 1 j 1 d 1 b 1 f 1 h 1 j 1 a 0 c 0 i 0 g 0 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 0 h 1 j 1 b 1 d 1 h 1 a 0 c 1 e 0 g 0 i 0 j 1 b 1 d 1 h 1 j 1 c 0 f 1 b 1 d 1 h 1 j 1 f 1 b 1 d 1 h 1 j 1 a 0 e 0 g 0 i 0 f 1 b 1 d 1 h 1 j 1 c 0 f 0 b 1 d 1 h 0 j 1 b 1 d 1 j 1 b 1 d 1 j 1 a 0 e 0 g 0 i 0 f 1 h 1 c 0 b 1 d 1 j 1 f 1 h 1 b 1 d 1 j 1 f 1 h 1 b 1 d 1 j 1 f 1 h 1 b 1 d 1 j 1 h 1 f 1 b 1 d 1 j 1 a 0 e 1 g 0 i 0 c 0 e 0 h 1 f 1 b 1 d 1
Start: a 0 b 0 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 a 0 b 1 c 0 e 0 g 0 i 0 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 0 j 0 a 0 c 0 e 0 g 0 i 0 b 1 d 1 f 1 b 1 d 1 f 1 b 1 h 1 j 1 d 1 f 0 b 1 h 1 j 1 d 1 a 0 c 0 e 0 g 0 i 0 b 1 h 1 j 1 d 1 b 1 f 1 h 0 j 1 d 1 b 1 f 1 j 1 d 1 b 1 f 1 j 1 d 1 b 1 f 1 j 1 h 1 d 1 a 0 c 0 e 0 g 0 i 0 b 1 f 1 j 0 h 1 d 1 b 1 f 1 d 1 h 1 b 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 0 b 1 d 1 f 1 h 1 b 1 d 1 f 1 h 1 a 0 c 0 e 0 g 0 i 0 j 1 b 
1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 a 0 c 0 e 0 g 0 i 0 j 1 b 1 Start: a 0 b 1 c 0 d 1 e 0 f 0 g 0 h 1 i 0 j 1 b 1 d 1 h 1 j 1 b 1 d 1 h 1 j 1 a 0 c 0 e 0 f 1 g 0 i 0 b 1 d 1 h 0 j 1 f 1 b 1 d 1 j 1 f 1 b 1 d 1 j 1 a 0 c 0 e 0 g 0 i 0 f 1 h 1 b 0 d 1 j 1 f 1 h 1 d 1 j 1 f 1 h 1 d 0 j 0 b 1 f 1 h 1 a 1 c 0 e 0 g 0 i 0 b 0 f 1 h 1 a 0 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 b 1 c 0 e 0 g 0 i 0 d 1 f 1 h 1 j 1 a 0 b 1 d 0 f 1 h 1 j 1 b 1 f 1
1 j 1 b 1 d 1 f 0 j 1 b 1 d 1 h 1 j 1 b 1 d 1 h 1 j 1 a 0 c 0 e 0 g 0 i 0 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 a 0 c 0 e 0 g 0 i 0 h 1 j 1 b 1 d 1 f 1 h 0 j 1 b 1 d 1 f 1 j 1 b 1 d 1 f 1 j 1 a 0 c 0 e 0 g 0 i 0 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 a 0 c 0 e 0 g 0 i 0 h 1 b 1 d 1 f 1 j 0 h 1 b 1 d 1 f 1 h 1 b 1 d 1 f 1 h 1 j 0 b 1 d 0 f 1 h 1 b 1 f 1 a 0 c 0 e 0 g 0 i 0 h 1 b 0 f 1 d 1 h 0 f 1
1 d 1 h 1 b 1 f 1 j 1 d 1 h 1 b 1 f 1 d 1 h 1 j 1 b 1 f 1 a 0 c 0 e 0 g 0 i 0 d 1 h 0 j 1 b 1 f 1 d 1 b 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 1 j 1 b 1 d 1 f 1 h 0 i 0 j 1 b 1 d 1 a 0 c 0 e 0 g 0 f 1 j 1 b 1 d 1 f 1 j 1 h 1 i 0 b 1 d 1 f 1 j 1 h 1 b 1 d 1 f 1 j 1 a 0 c 0 e 1 g 0 h 0 b 1 d 0 f 1 j 1 e 0 i 0 b 1 f 0 j 1 b 1 j 0 h 1 d 1 b 1 a 0 c 0 g 1 h 1 d 1 f 1 e 0 g 0 i 0 b 1 h 1 d 1 f 1 j 1 b 1 h 1 d 1 f 1 j 1 b 1 h 0 d 1 f 1 j 1 b 1 d 1 f 1 j 1 b 1 a 0 c 0 d 1 f 1 j 1 e 0 g 0 i 0 b 1 d 1 f 0 j 1 b 1
1 h 1 j 1 b 1 f 1 d 1 h 1 j 1 b 1 f 1 a 0 c 0 e 0 g 0 i 0 d 1 h 1 j 1 b 1 f 1 d 1 h 1 j 1 b 1 f 1 d 1 h 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 0 h 1 j 1 b 1 d 1 h 1 a 0 c 1 e 0 g 0 i 0 j 1 b 1 d 1 h 1 j 1 c 0 f 1 b 1 d 1 h 1 j 1 f 1 b 1 d 1 h 1 j 1 a 0 e 0 g 0 i 0 f 1 b 1 d 1 h 1 j 1 c 0 f 0 b 1 d 1 h 0 j 1 b 1 d 1 j 1 b 1 d 1 j 1 a 0 e 0 g 0 i 0 f 1 h 1 c 0 b 1 d 1 j 1 f 1 h 1 b 1 d 1 j 1 f 1 h 1 b 1 d 1 j 1 f 1 h 1 b 1 d 1 j 1 h 1 f 1 b 1 d 1 j 1 a 0 e 1 g 0 i 0 c 0 e 0 h 1 f 1 b 1 d 1
Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 0 b 1 d 1 f 1 a 0 c 0 e 0 g 0 i 0 h 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 a 0 c 0 e 0 g 0 i 1 j 1 b 1 d 1 f 1 h 1 i 0 j 0 b 1 d 1 f 1 h 1 b 1 d 1 f 1 h 0 b 1 d 0 f 1 a 0 c 0 e 0 g 0 j 1 i 0 b 1 f 1 j 1 h 1 b 1 f 1 j 1 d 1 h 1 b 1 f 1 j 1 d 1 h 1 b 1 f 1 d 1 h 1 j 1 b 1 f 1 a 0 c 0 e 0 g 0 i 0 d 1 h 0 j 1 b 1 f 1 d 1 b 1 Start: a 0 b 1 c 0 d 1 e 1 f 1 g 0 h 1 i 0 j 1 b 1 d 1 e 0 f 1 h 1 j 1 b 1 d 1 a 0 c 0 g 0 i 0 f 1 h 1 j 
Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 0 d 1 f 1 a 0 c 0 e 0 g 0 i 1 h 1 j 1 d 1 f 1 h 1 j 1 i 0 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 a 0 c 0 e 0 g 1 b 1 d 1 f 1 h 1 j 1 g 0 i 0 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 0 f 1 h 1 j 1 a 0 c 0 e 0 b 1 g 0 i 0 f 1 h 1 j 1 b 1 f 1 h 1 j 1 d 1 b 0 f 1 h 1 j 1 d 1 f 1 h 1 j 1 d 1 f 1 h 1 j 1 a 0 c 0 e 0 g 0 i 0 d 1 b 1 f 1 h 1 Start: a 0 b 1 c 0 d 1 e 0 f 1 g 0 h 1 i 0 j 1 b 1 d 1 f 1 h 1 j 1 b 1 d 1 f 1 a 0 c 0 e 0 g 0 i 0 h 1 j 
